chr	pos	rate	cM
chr4	899143	0.631682	0.95011768425345
chr4	925149	0.0971949	0.96654520634545
chr4	928684	1.07211	0.96688879031695
chr4	939113	0.0512736	0.97806982550695
chr4	942439	0.0434197	0.97824036150055
chr4	946974	0.0241462	0.97843726984005
chr4	964359	0.11323	0.97885705152705
chr4	965779	0.0456277	0.97901783812705
chr4	976918	0.0661596	0.97952608507735
chr4	983060	0.567318	0.97993243734055
chr4	987343	2.97119	0.98236226033455
chr4	1003022	1.61057	1.02894754834455
chr4	1011115	2.43443	1.04198189135455
chr4	1019011	10.7125	1.06120415063455
chr4	1024752	0.112133	1.12270461313455
chr4	1045171	158.082	1.12499425686155
chr4	1045323	0.167664	1.14902272086155
chr4	1051512	0.323211	1.15006039335755
chr4	1052488	0.269851	1.15037584729355
chr4	1053172	0.24625	1.15056042537755
chr4	1054159	0.0897539	1.15080347412755
chr4	1058358	0.0322827	1.15118035075365
chr4	1067267	0.0259409	1.15146795732795
chr4	1078124	0.115153	1.15174959767925
chr4	1078596	0.0242598	1.15180394989525
chr4	1086871	0.0200046	1.15200469974025
chr4	1105294	0.810877	1.15237324448605
chr4	1111594	1.60078	1.15748176958605
chr4	1113257	0.842259	1.16014386672605
chr4	1118573	0.0738596	1.16462131557005
chr4	1120930	0.0105366	1.16479540264725
chr4	1158991	0.0366262	1.16519643617985
chr4	1165130	0.296424	1.16542128442165
chr4	1165516	1.20286	1.16553570408565
chr4	1171112	0.592968	1.17226690864565
chr4	1191042	3.30592	1.18408476088565
chr4	1192142	0.850142	1.18772127288565
chr4	1196238	1.03066	1.19120345451765
chr4	1203265	0.528124	1.19844590233765
chr4	1213697	0.311433	1.20395529190565
chr4	1222836	0.288205	1.20680147809265
chr4	1232955	0.489006	1.20971782448765
chr4	1237014	0.0578783	1.21170269984165
chr4	1245277	0.0555393	1.21218094823455
chr4	1254930	0.0889679	1.21271706909745
chr4	1259650	0.0828659	1.21313699758545
chr4	1266072	2.13206	1.21366916239525
chr4	1277826	0.0151077	1.23872939563525
chr4	1300077	0.0251101	1.23906555706795
chr4	1312394	0.0124799	1.23937483816965
chr4	1348020	0.0352262	1.23981944708705
chr4	1356924	0.0275145	1.24013310117185
chr4	1365858	0.0865556	1.24037891571485
chr4	1367552	0.0166703	1.24052554090125
chr4	1386570	0.110439	1.24084257666665
chr4	1387780	0.458232	1.24097620785665
chr4	1414684	4.37108	1.25330448158465
chr4	1415698	5.24203	1.25773675670465
chr4	1507198	0.142497	1.73738250170465
chr4	1511831	4.65519	1.73804269030565
chr4	1516935	7.28236	1.76180278006565
chr4	1519322	0.0686629	1.77918577338565
chr4	1523930	35.3391	1.77950217202885
chr4	1527766	0.232508	1.91506295962885
chr4	1533976	8.68593	1.91650683430885
chr4	1539392	0.133994	1.96354983118885
chr4	1541224	3.43029	1.96379530819685
chr4	1544693	4.18509	1.97569498420685
chr4	1554748	1.98027	2.01777606415685
chr4	1563920	0.0474815	2.03593910059685
chr4	1573364	1.9296	2.03638751588285
chr4	1586036	1.37227	2.06083940708285
chr4	1595965	6.52362	2.07446467591285
chr4	1598331	0.0445915	2.08989956083285
chr4	1608224	0.140911	2.09034070454235
chr4	1610872	0.681425	2.09071383687035
chr4	1611243	0.444807	2.09096664554535
chr4	1613810	0.274394	2.09210846511435
chr4	1616344	0.317756	2.09280377951035
chr4	1618911	261.03	2.09361945916235
chr4	1619034	0.271718	2.12572614916235
chr4	1624714	0.12198	2.12726950740235
chr4	1631795	1.02573	2.12813324778235
chr4	1646364	0.0901464	2.14307710815235
chr4	1647743	0.0501996	2.14320142003795
chr4	1658084	0.0576301	2.14372053410155
chr4	1664964	0.0272471	2.14411702918955
chr4	1679426	0.19657	2.14451107674975
chr4	1681842	0.206421	2.14498598986975
chr4	1684596	5.96339	2.14555447330375
chr4	1685211	2.01062	2.14922195815375
chr4	1698750	5.33124	2.17644374233375
chr4	1701317	0.251558	2.19012903541375
chr4	1704542	1.09491	2.19094030996375
chr4	1720550	0.251196	2.20846762924375
chr4	1720757	0.134834	2.20851962681575
chr4	1721654	0.146592	2.20864057291375
chr4	1722504	0.0907604	2.20876517611375
chr4	1724579	0.17852	2.20895350394375
chr4	1725071	0.0634347	2.20904133578375
chr4	1728120	0.350244	2.20923474818405
chr4	1728381	0.0807144	2.20932616186805
chr4	1731672	0.0838482	2.20959179295845
chr4	1734239	0.56469	2.20980703128785
chr4	1762287	1.29419	2.22564545640785
chr4	1770357	1.52581	2.23608956970785
chr4	1785025	0.312691	2.25847015078785
chr4	1797852	1.43748	2.26248103824485
chr4	1801709	1.87161	2.26802539860485
chr4	1804276	5.19304	2.27282982147485
chr4	1866358	0.034181	2.59522413075485
chr4	1899342	0.134744	2.59635155685885
chr4	1901909	0.222011	2.59669744470685
chr4	1958171	1.18491	2.60918822758885
chr4	1960600	0.279334	2.61206637397885
chr4	1986938	0.476766	2.61942347287085
chr4	1986972	0.0587346	2.61943968291485
chr4	1990425	0.0760094	2.61964249348865
chr4	1994985	0.142245	2.61998909635265
chr4	1997691	0.32151	2.62037401132265
chr4	1998089	3.93414	2.62050197230265
chr4	2000258	5.10389	2.62903512196265
chr4	2009095	1.76623	2.67413819789265
chr4	2051518	0.0252478	2.74906697318265
chr4	2078853	0.0630848	2.74975712179565
chr4	2084482	0.101307	2.75011222613485
chr4	2087049	0.101595	2.75037228120385
chr4	2090690	0.13803	2.75074218859885
chr4	2093257	0.0559136	2.75109651160885
chr4	2103096	0.128665	2.75164664551925
chr4	2104336	0.1169	2.75180619011925
chr4	2106234	0.611211	2.75202806631925
chr4	2115030	1.15473	2.75740427827525
chr4	2117597	2.34528	2.76036847018525
chr4	2119081	0.550719	2.76384886570525
chr4	2138041	0.281112	2.77429049794525
chr4	2139886	7.75965	2.77480914958525
chr4	2145720	0.0531997	2.82007894768525
chr4	2155017	4.17048	2.82057354529615
chr4	2160894	0.0353733	2.84508345625615
chr4	2181608	0.0219585	2.84581617879235
chr4	2207498	0.103417	2.84638468435735
chr4	2209428	0.194063	2.84658427916735
chr4	2210065	0.0824793	2.84670789729835
chr4	2211995	0.0356075	2.84686708234735
chr4	2221089	0.0245216	2.84719089695235
chr4	2236199	0.0261725	2.84756141832835
chr4	2252496	0.0764141	2.84798795156085
chr4	2255063	0.0830911	2.84818410655555
chr4	2256716	1.56656	2.84832145614385
chr4	2268455	3.71154	2.86671130398385
chr4	2277497	0.32851	2.90027104866385
chr4	2278416	5.35262	2.90057294935385
chr4	2282899	7.32171	2.92456874481385
chr4	2285466	9.71344	2.94336357438385
chr4	2287421	10.3023	2.96235334958385
chr4	2289266	7.6463	2.98136109308385
chr4	2294578	0.0909459	3.02197823868385
chr4	2297550	0.0667479	3.02224852989865
chr4	2300841	0.0848478	3.02246819723755
chr4	2303099	6.62502	3.02265978356995
chr4	2303576	11.2883	3.02581991810995
chr4	2304095	10.5618	3.03167854580995
chr4	2304770	17.4602	3.03880776080995
chr4	2304946	31.6044	3.04188075600995
chr4	2307466	0.501674	3.12152384400995
chr4	2311361	0.0762944	3.12347786423995
chr4	2316874	0.230774	3.12389847526715
chr4	2319346	8.72003	3.12446894859515
chr4	2320937	5.28902	3.13834251632515
chr4	2322188	16.286	3.14495908034515
chr4	2324865	0.142943	3.18855670234515
chr4	2329295	0.202375	3.18918993983515
chr4	2332829	0.151781	3.18990513308515
chr4	2336825	2.52415	3.19051164996115
chr4	2340417	6.37188	3.19957839676115
chr4	2341194	5.75918	3.20452934752115
chr4	2341284	6.12285	3.20504767372115
chr4	2343181	3.18024	3.21666272017115
chr4	2343851	4.78949	3.21879348097115
chr4	2344692	6.56167	3.22282144206115
chr4	2348405	1.96418	3.24718492277115
chr4	2351350	33.6985	3.25296943287115
chr4	2353834	87.5136	3.33667650687115
chr4	2354353	6.66594	3.38209606527115
chr4	2359802	0.183625	3.41841877233115
chr4	2371083	11.4822	3.42049024595615
chr4	2371930	4.67975	3.43021566935615
chr4	2376423	0.10256	3.45124178610615
chr4	2385384	0.291417	3.45216082626615
chr4	2387491	0.228876	3.45277484188515
chr4	2389959	0.303103	3.45333970785315
chr4	2391389	0.35412	3.45377314514315
chr4	2392730	0.807533	3.45424802006315
chr4	2392839	0.163585	3.45433604116015
chr4	2393726	0.0972201	3.45448114105515
chr4	2396293	0.190699	3.45473070505185
chr4	2397084	0.0540758	3.45488154796085
chr4	2401347	0.116823	3.45511207309625
chr4	2402706	0.136157	3.45527083555325
chr4	2406461	39.0369	3.45578210508825
chr4	2408397	0.776691	3.53135754348825
chr4	2410894	0.753196	3.53329694091525
chr4	2413017	1.18467	3.53489597602325
chr4	2413461	0.30034	3.53542196950325
chr4	2414668	3.69385	3.53578447988325
chr4	2419648	4.85576	3.55417985288325
chr4	2421630	6.26537	3.56380396920325
chr4	2422273	0.361101	3.56783260211325
chr4	2424197	0.0452864	3.56852736043725
chr4	2433199	0.111327	3.56893502861005
chr4	2436042	56.7029	3.56925153127105
chr4	2436257	0.129135	3.58144265477105
chr4	2437290	4.16262	3.58157605122605
chr4	2446532	0.39288	3.62004698526605
chr4	2447976	6.72132	3.62061430398605
chr4	2452087	5.40195	3.64824565050605
chr4	2458078	0.425968	3.68060873295605
chr4	2458605	0.186129	3.68083321809205
chr4	2463064	0.313373	3.68166316730305
chr4	2471236	102.995	3.68422405145905
chr4	2471802	0.0708112	3.74251922145905
chr4	2478923	2.12879	3.74302346801425
chr4	2483206	2.62536	3.75214107558425
chr4	2483919	1.74251	3.75401295726425
chr4	2486486	1.34333	3.75848598043425
chr4	2487366	0.479144	3.75966811083425
chr4	2491672	0.147093	3.76173130489825
chr4	2492135	0.0771634	3.76179940895725
chr4	2494239	0.185831	3.76196176075085
chr4	2494702	0.0287289	3.76204780050385
chr4	2505091	2.39339	3.76234626504595
chr4	2512054	0.131449	3.77901143961595
chr4	2517223	0.215752	3.77969089949695
chr4	2652492	1.50528	3.80887545678495
chr4	2658327	0.755893	3.81765876558495
chr4	2672649	0.0994247	3.82848466513095
chr4	2680515	0.033919	3.82926673982115
chr4	2688719	0.195608	3.82954501129715
chr4	2689061	0.0371823	3.82961190923315
chr4	2694081	1.15334	3.82979856437915
chr4	2703101	0.406345	3.84020169117915
chr4	2720077	1.28428	3.84709980389915
chr4	2723531	0.0170979	3.85153570701915
chr4	2745508	0.027483	3.85191146756745
chr4	2755447	2.43267	3.85218462110445
chr4	2760222	0.101649	3.86380062035445
chr4	2761793	0.0972946	3.86396031093345
chr4	2764088	0.089128	3.86418360204045
chr4	2766181	14.3315	3.86437014694445
chr4	2768630	0.189686	3.89946799044445
chr4	2770772	1.68811	3.89987429785645
chr4	2794320	0.0375305	3.93962591213645
chr4	2804476	0.204388	3.94000707189445
chr4	2804772	0.0348598	3.94006757074245
chr4	2810841	0.0491309	3.94027913486865
chr4	2815256	0.179404	3.94049604779215
chr4	2815632	0.182508	3.94056350369615
chr4	2816063	0.0709981	3.94064216464415
chr4	2818484	0.0365792	3.94081405104425
chr4	2825660	0.04302	3.94107654338345
chr4	2831383	0.463482	3.94132274684345
chr4	2831496	0.101114	3.94137512030945
chr4	2834554	0.530293	3.94168432692145
chr4	2836037	1.08337	3.94247075144045
chr4	2836628	3.53509	3.94311102311045
chr4	2841240	30.0272	3.95941485819045
chr4	2846799	0.108068	4.12633606299045
chr4	2849168	0.127995	4.12659207608245
chr4	2850027	6.41507	4.12670202378745
chr4	2850142	1.70664	4.12743975683745
chr4	2856687	2.21024	4.13860971563745
chr4	2860722	0.0353241	4.14752803403745
chr4	2876463	0.0605242	4.14808407069555
chr4	2882463	0.06012	4.14844721589555
chr4	2888441	0.0294249	4.14880661325555
chr4	2903285	0.0458425	4.14924339647115
chr4	2908448	0.0780564	4.14948008129865
chr4	2910618	0.464315	4.14964946368665
chr4	2910702	0.0429756	4.14968846614665
chr4	2916931	0.147865	4.14995616115905
chr4	2917646	0.0463344	4.15006188463405
chr4	2923443	0.0346225	4.15033048515085
chr4	2934308	0.045469	4.15070665861335
chr4	2942348	0.0692635	4.15107222937335
chr4	2946481	0.102739	4.15135849541885
chr4	2948317	0.419402	4.15154712422285
chr4	2948456	0.0540844	4.15160542110085
chr4	2954717	1.84809	4.15194404352925
chr4	2957854	2.6559	4.15774150185925
chr4	2958186	0.364559	4.15862326065925
chr4	2971497	0.0289538	4.16347590550825
chr4	2979030	0.189926	4.16369401448365
chr4	2979273	0.128555	4.16374016650165
chr4	2979757	0.439212	4.16380238712165
chr4	2986049	0.529717	4.16656590902565
chr4	2990499	0.623438	4.16892314967565
chr4	2995332	0.765801	4.17193622552965
chr4	2998481	0.0296825	4.17434773287865
chr4	3006043	0.0293244	4.17457219194365
chr4	3017085	0.0370907	4.17489599196845
chr4	3024723	5.19612	4.17517929073505
chr4	3027493	0.116272	4.18957254313505
chr4	3029128	0.033057	4.18976264785505
chr4	3041476	6.51844	4.19017083569105
chr4	3044435	0.0377259	4.20945889965105
chr4	3058583	2.35789	4.20999264568425
chr4	3062165	1.23914	4.21843860766425
chr4	3080173	2.39505	4.24075304078425
chr4	3089259	0.0282093	4.26251446508425
chr4	3107275	0.0869081	4.26302268383305
chr4	3109442	0.0736392	4.26321101368575
chr4	3111410	0.0162565	4.26335593563135
chr4	3129372	0.0456244	4.26364793488435
chr4	3133911	0.0183483	4.26385502403595
chr4	3151475	2.82438	4.26417729357715
chr4	3151813	0.476269	4.26513193401715
chr4	3161446	0.471327	4.26971983329415
chr4	3176648	0.0643551	4.27688494634815
chr4	3180021	0.0418257	4.27710201610045
chr4	3186244	0.0124862	4.27736229743155
chr4	3231661	0.0736648	4.27792938317695
chr4	3234241	0.0486025	4.27811943836095
chr4	3242307	0.048787	4.27851146612595
chr4	3252852	2.14639	4.27902592504095
chr4	3259632	11.4961	4.29357844924095
chr4	3263776	0.102527	4.34121828764095
chr4	3267668	0.0406861	4.34161732272495
chr4	3278517	0.0717301	4.34205872622385
chr4	3282774	0.193559	4.34236408125955
chr4	3283422	0.286171	4.34248950749155
chr4	3283856	2.86145	4.34261370570555
chr4	3284751	0.514789	4.34517470345555
chr4	3309384	0.814703	4.35785550089255
chr4	3318413	0.072859	4.36521145427955
chr4	3321694	0.0808417	4.36545050465855
chr4	3323767	0.0258106	4.36561808950265
chr4	3339761	0.0314799	4.36603090423905
chr4	3355538	0.0856064	4.36652756262135
chr4	3363994	0.161457	4.36725145033975
chr4	3375722	0.329581	4.36914501803575
chr4	3376302	3.78514	4.36933617501575
chr4	3384844	0.0864315	4.40166884089575
chr4	3386315	0.0495402	4.40179598163225
chr4	3389311	0.0297699	4.40194440407145
chr4	3396963	0.0915298	4.40217220334625
chr4	3398390	0.0347273	4.40230281637085
chr4	3405165	0.0443873	4.40253809382835
chr4	3409359	156.858	4.40272425416455
chr4	3409383	0.133494	4.40648884616455
chr4	3409700	0.0621756	4.40653116376255
chr4	3411058	0.0480638	4.40661559822735
chr4	3413209	0.0299121	4.40671898346115
chr4	3419677	0.065324	4.40691245492395
chr4	3422211	0.0282897	4.40707798593995
chr4	3429856	0.145009	4.40729426069645
chr4	3431195	0.564476	4.40748842774745
chr4	3431342	0.108488	4.40757140571945
chr4	3436588	19.1644	4.40814053376745
chr4	3436816	11.5365	4.41251001696745
chr4	3438643	1.16521	4.43358720246745
chr4	3444503	4.06969	4.44041533306745
chr4	3447156	1.51449	4.45121222063745
chr4	3449652	1.9318	4.45499238767745
chr4	3451109	1.49372	4.45780702027745
chr4	3454304	0.0428045	4.46257945567745
chr4	3461900	0.26074	4.46290459865945
chr4	3463882	3.62702	4.46342138533945
chr4	3472162	0.239111	4.49345311093945
chr4	3473139	0.404541	4.49368672238645
chr4	3473602	0.142105	4.49387402486945
chr4	3476554	0.308026	4.49429351882945
chr4	3477299	0.303562	4.49452299819945
chr4	3478229	0.204639	4.49480531085945
chr4	3480426	0.318589	4.49525490274245
chr4	3481126	0.139202	4.49547791504245
chr4	3485786	0.0384289	4.49612659636245
chr4	3490328	0.025467	4.49630114042625
chr4	3498513	0.0354668	4.49650958782125
chr4	3503936	0.109599	4.49670192427765
chr4	3504562	0.111966	4.49677053325165
chr4	3505448	0.048852	4.49686973512765
chr4	3510598	0.0934309	4.49712132292765
chr4	3512489	0.138746	4.49729800075955
chr4	3513125	0.0390326	4.49738624321555
chr4	3525057	0.0962869	4.49785198019875
chr4	3530623	0.421614	4.49838791308415
chr4	3530743	0.398671	4.49843850676415
chr4	3531053	0.112197	4.49856209477415
chr4	3536002	0.89927	4.49911735772715
chr4	3536112	0.626455	4.49921627742715
chr4	3536176	9.14903	4.49925637054715
chr4	3572619	0.879969	4.83267447083715
chr4	3573260	0.104952	4.83323853096615
chr4	3576446	0.0435529	4.83357290803815
chr4	3582651	0.200705	4.83384315378265
chr4	3584373	0.215159	4.83418876779265
chr4	3586240	3.21759	4.83459046964565
chr4	3592160	4.66957	4.85363860244565
chr4	3595097	0.098468	4.86735312953565
chr4	3597433	0.117347	4.86758315078365
chr4	3599392	0.400871	4.86781303355665
chr4	3599450	0.0967297	4.86783628407465
chr4	3602109	0.203611	4.86809348834695
chr4	3603173	0.448659	4.86831013045095
chr4	3603283	0.580312	4.86835948294095
chr4	3603347	0.144015	4.86839662290895
chr4	3606875	0.867255	4.86890470782895
chr4	3624139	0.768965	4.88387699814895
chr4	3624375	14.4418	4.88405847388895
chr4	3637426	13.6735	5.07253840568895
chr4	3643599	7.31472	5.15694492118895
chr4	3644678	8.47036	5.16483750406895
chr4	3644957	3.26649	5.16720073450895
chr4	3646072	0.0476169	5.17084287085895
chr4	3649822	0.0414543	5.17102143423395
chr4	3653411	0.0513602	5.17117021371665
chr4	3657065	0.0797137	5.17135788388745
chr4	3658742	0.113062	5.17149156376235
chr4	3659574	0.0973043	5.17158563134635
chr4	3661134	0.42737	5.17173742605435
chr4	3661211	0.14324	5.17177033354435
chr4	3662268	0.138252	5.17192173822435
chr4	3663413	0.160615	5.17208003676435
chr4	3664206	12.0334	5.17220740445935
chr4	3666484	4.37576	5.19961948965935
chr4	3666621	54.7344	5.20021896877935
chr4	3668328	0.246428	5.29365058957935
chr4	3669171	25.4562	5.29385832838335
chr4	3670686	0.515679	5.33242447138335
chr4	3671289	0.258462	5.33273542582035
chr4	3675815	0.217353	5.33390522483235
chr4	3683269	0.311607	5.33552537409435
chr4	3687360	1.14583	5.33680015833135
chr4	3691546	1.39756	5.34159660271135
chr4	3692118	1.40134	5.34239600703135
chr4	3694350	1.42544	5.34552379791135
chr4	3697828	83.1175	5.35048147823135
chr4	3699663	1.06251	5.50300209073135
chr4	3702481	0.864037	5.50599624391135
chr4	3703725	0.227279	5.50707110593935
chr4	3704597	0.121047	5.50726929322735
chr4	3706785	0.0892801	5.50753414406335
chr4	3709627	0.145521	5.50778787810755
chr4	3710770	0.333686	5.50795420861055
chr4	3710982	0.154317	5.50802495004255
chr4	3711849	0.287721	5.50815874288155
chr4	3712082	0.104345	5.50822578187455
chr4	3713599	0.209302	5.50838407323955
chr4	3714185	0.295647	5.50850672421155
chr4	3714339	0.120411	5.50855225384955
chr4	3715603	0.0642204	5.50870445335355
chr4	3719380	0.271466	5.50894701380435
chr4	3719829	0.162454	5.50906890203835
chr4	3721269	0.598838	5.50930283579835
chr4	3721299	1.78054	5.50932080093835
chr4	3722407	0.88416	5.51129363925835
chr4	3722559	45.7133	5.51142803157835
chr4	3729652	3.92389	5.83567246847835
chr4	3730414	3.65953	5.83866247265835
chr4	3731377	58.2323	5.84218660004835
chr4	3734895	0.216146	6.04704783144835
chr4	3737883	19.5669	6.04769367569635
chr4	3740612	0.113745	6.10109174579635
chr4	3742998	15.6235	6.10136314136635
chr4	3744011	11.8475	6.11718974686635
chr4	3747842	0.128826	6.16257751936635
chr4	3750155	0.0466216	6.16287549390435
chr4	3762123	0.08297	6.16343346121315
chr4	3765755	0.314656	6.16373480825315
chr4	3776798	0.662433	6.16720955446115
chr4	3780072	0.927035	6.16937836010315
chr4	3781510	1.04736	6.17071143643315
chr4	3782774	0.880655	6.17203529947315
chr4	3788647	1.70662	6.17720738628815
chr4	3792209	0.380593	6.18328636672815
chr4	3792442	33.7802	6.18337504489715
chr4	3796823	0.885082	6.33136610109715
chr4	3829294	0.341787	6.36010559871915
chr4	3845104	0.426463	6.36550925118915
chr4	3853382	0.271531	6.36903951190315
chr4	3854080	0.34559	6.36922904054115
chr4	3856471	0.294686	6.37005534623115
chr4	3868709	2.54158	6.37366171349915
chr4	3880309	1.22734	6.40314404149915
chr4	3923728	0.0128672	6.45643391695915
chr4	3975053	0.108651	6.45709432599915
chr4	3980138	0.522465	6.45764681633415
chr4	3990079	0.295871	6.46284064089915
chr4	4015443	0.514809	6.47034511294315
chr4	4026268	1.01693	6.47591792036815
chr4	4028471	0.296827	6.47815821715815
chr4	4051616	0.480787	6.48502827807315
chr4	4059585	0.333698	6.48885966967615
chr4	4075729	0.917781	6.49424689018815
chr4	4082936	0.0525188	6.50086133785515
chr4	4118957	0.0456833	6.50275311754995
chr4	4142900	0.0538119	6.50384691280185
chr4	4160063	3.99597	6.50477048644155
chr4	4165335	8.10141	6.52583724028155
chr4	4166983	0.672371	6.53918836396155
chr4	4167133	0.6998	6.53928921961155
chr4	4183931	6.13552	6.55104446001155
chr4	4184697	1.53011	6.55574426833155
chr4	4190942	1.81751	6.56529980528155
chr4	4194166	0.737848	6.57115945752155
chr4	4201745	0.0918212	6.57675160751355
chr4	4205353	0.130268	6.57708289840315
chr4	4206068	0.0609938	6.57717604002315
chr4	4208861	0.215085	6.57734639570655
chr4	4209796	0.0818213	6.57754750018155
chr4	4219590	0.243648	6.57834885799375
chr4	4238062	6.85061	6.58284952384975
chr4	4247059	0.0799903	6.64448446201975
chr4	4252956	1.51041	6.64495616481885
chr4	4253074	0.286169	6.64513439319885
chr4	4257825	0.667069	6.64649398211785
chr4	4258887	0.880626	6.64720240939585
chr4	4258900	15.7435	6.64721385753385
chr4	4259085	3.32564	6.65012640503385
chr4	4261337	3.93504	6.65761574631385
chr4	4263087	7.14829	6.66450206631385
chr4	4263579	0.375351	6.66801902499385
chr4	4267129	1.18207	6.66935152104385
chr4	4267298	146.642	6.66955129087385
chr4	4267929	34.097	6.76208239287385
chr4	4268322	3.20846	6.77548251387385
chr4	4272502	3.08348	6.78889387667385
chr4	4276918	0.287216	6.80251052435385
chr4	4277736	0.054632	6.80274546704185
chr4	4283676	0.0683801	6.80306998112185
chr4	4285865	0.0794641	6.80321966516075
chr4	4287796	0.0399129	6.80337311033785
chr4	4292823	0.0509148	6.80357375248615
chr4	4296690	0.0705593	6.80377064001775
chr4	4298599	0.0402299	6.80390533772145
chr4	4304522	0.0228517	6.80414361941915
chr4	4316736	0.0508258	6.80442273008295
chr4	4320245	0.0343799	6.80460107781515
chr4	4326256	0.357302	6.80480773539405
chr4	4326463	0.250584	6.80488169690805
chr4	4327912	5.39475	6.80524479312405
chr4	4333418	6.71181	6.83494828662405
chr4	4334469	3.14218	6.84200239893405
chr4	4335824	0.132703	6.84626005283405
chr4	4336383	0.0430417	6.84633423381105
chr4	4340034	1.1148	6.84649137905775
chr4	4343240	4.02534	6.85006542785775
chr4	4343261	2.22264	6.85014995999775
chr4	4344089	1.70892	6.85199030591775
chr4	4345379	1.99602	6.85419481271775
chr4	4346237	3.69815	6.85590739787775
chr4	4346373	3.18563	6.85641034627775
chr4	4346538	0.101161	6.85693597522775
chr4	4347505	0.0818621	6.85703379791475
chr4	4348876	0.0566785	6.85714603085385
chr4	4351730	0.0442658	6.85730779129285
chr4	4355774	0.231538	6.85748680218805
chr4	4357651	0.267267	6.85792139901405
chr4	4358715	0.282077	6.85820577110205
chr4	4360381	1.02364	6.85867571138405
chr4	4360662	9.44364	6.85896335422405
chr4	4362337	9.47988	6.87478145122405
chr4	4363642	2.36679	6.88715269462405
chr4	4363861	1.94554	6.88767102163405
chr4	4365770	2.69713	6.89138505749405
chr4	4366380	10.2066	6.89303030679405
chr4	4369224	1.54458	6.92205787719405
chr4	4371097	2.81321	6.92495087553405
chr4	4372439	2.70112	6.92872620335405
chr4	4374476	2.99233	6.93422838479405
chr4	4376170	8.78548	6.93929739181405
chr4	4376744	12.45	6.94434025733405
chr4	4381354	0.540531	7.00173475733405
chr4	4387560	0.069615	7.00508929272005
chr4	4391209	0.164264	7.00534331785505
chr4	4391648	0.168922	7.00541542975105
chr4	4392146	0.246208	7.00549955290705
chr4	4392393	0.158683	7.00556036628305
chr4	4393068	0.0783318	7.00566747730805
chr4	4394618	0.123629	7.00578889159805
chr4	4395809	0.0931185	7.00593613373705
chr4	4397537	0.0551899	7.00609704250505
chr4	4402199	0.324023	7.00635433781885
chr4	4402346	5.24483	7.00640196919985
chr4	4405969	0.441052	7.02540398828985
chr4	4406051	0.0619227	7.02544015455385
chr4	4412550	0.158138	7.02584259018115
chr4	4413709	0.0422804	7.02602587212315
chr4	4426422	0.0935768	7.02656338284835
chr4	4430144	0.0373582	7.02691167569795
chr4	4443759	0.0399392	7.02742030759095
chr4	4458237	3.88594	7.02799854732855
chr4	4458819	2.99237	7.03026016440855
chr4	4459317	3.33197	7.03175036466855
chr4	4459564	0.936526	7.03257336125855
chr4	4474388	0.687312	7.04645642268255
chr4	4498594	2.32439	7.06309349695455
chr4	4500037	0.710884	7.06644759172455
